Name,page_ref,Image,Natinality,PreferredPositions,Age,Overal,Potential,Club,ID,Height,Weight,PreferredFoot,best_overal,BP,Growth,Joined,LoanDateEnd,Value,Wage,ReleaseClause,Attacking,Crossing,Finishing,Heading,ShortPass,Volleys,Skill,Dribbling,Curve,FKAcc,LongPass,BallControl,Movement,Acceleration,SprintSpeed,Agility,Reactions,Balance,Power,ShotPower,Jumping,Stamina,Strength,LongShots,Mentality,Aggression,Interceptions,AttPosition,Vision,Penalties,Composure,Defending,Marking,StandTackle,SlideTackle,Goalkeeping,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Total,BaseStats,WeakFoot,SkillMoves,A/W,D/W,IR,PAC,SHO,PAS,DRI,DEF,PHY,PlayerWorkRate,BirthDate,Specialities,Club_ContractLength,Club_Position
Marc Cucurella Saseta,/player/239231/marc-cucurella-saseta/220069/,https://cdn.sofifa.net/players/239/231/22_60.png,Spain,LB/LM/LWB,22,80,85,Brighton & Hove Albion,239231,"172cm / 5'8""",66kg / 146lbs,Left,81,,5,"Aug 31, 2021",N/A,€30M,€53K,€59.3M,,81,68,57,79,55,,81,78,48,79,80,,78,75,78,81,83,,73,77,88,66,65,,76,77,77,78,47,77,,76,78,77,,13,7,9,10,11,,450,3,3,,,,,,,,,,High/Medium,"Jul 22, 1998",,2026,LCB
Xaver Schlager,/player/233195/xaver-schlager/220069/,https://cdn.sofifa.net/players/233/195/22_60.png,Austria,CDM/CM,23,80,84,VfL Wolfsburg,233195,"174cm / 5'9""",76kg / 168lbs,Left,81,,4,"Jul 1, 2019",N/A,€27.5M,€53K,€48.8M,,59,66,44,79,60,,76,70,60,77,77,,74,64,78,81,77,,78,63,85,80,76,,85,83,75,78,56,74,,75,74,69,,6,8,8,12,7,,443,3,3,,,,,,,,,,High/High,"Sep 28, 1997",,2023,RCM
Dean Henderson,/player/233306/dean-henderson/220069/,https://cdn.sofifa.net/players/233/306/22_60.png,England,GK,24,80,84,Manchester United,233306,"188cm / 6'2""",85kg / 187lbs,Right,80,,4,"Aug 25, 2015",N/A,€24M,€70K,€46.2M,,14,9,13,45,5,,13,13,10,45,32,,51,48,61,79,56,,59,63,34,60,6,,20,11,8,52,16,60,,15,14,14,,80,79,78,76,83,,446,3,1,,,,,,,,,,Medium/Medium,"Mar 12, 1997",,2025,SUB
Daichi Kamada,/player/232730/daichi-kamada/220069/,https://cdn.sofifa.net/players/232/730/22_60.png,Japan,CAM/CF,24,80,82,Eintracht Frankfurt,232730,"184cm / 6'0""",76kg / 168lbs,Right,82,,2,"Jul 1, 2017",N/A,€27.5M,€31K,€48.8M,,75,69,53,81,66,,85,76,68,80,83,,82,68,82,74,80,,61,67,74,57,67,,52,43,79,84,71,80,,47,47,40,,6,10,11,6,11,,410,4,3,,,,,,,,,,Medium/Medium,"Aug 5, 1996",,2023,LF
Renato Júnior Luz Sanches,/player/230767/renato-junior-luz-sanches/220069/,https://cdn.sofifa.net/players/230/767/22_60.png,Portugal,CM/RM,23,80,86,Lille,230767,"176cm / 5'9""",70kg / 154lbs,Right,83,,6,"Aug 23, 2019",N/A,€33M,€38K,€69.3M,,72,67,61,81,68,,84,69,68,79,83,,86,83,85,80,89,,89,84,87,83,78,,84,75,74,79,68,83,,73,74,65,,5,12,6,13,14,,475,4,4,,,,,,,,,,High/High,"Aug 18, 1997",Engine,2023,LCM
Steven Bergwijn,/player/225953/steven-bergwijn/220069/,https://cdn.sofifa.net/players/225/953/22_60.png,Netherlands,LW/LM/CAM,23,80,83,Tottenham Hotspur,225953,"178cm / 5'10""",78kg / 172lbs,Right,82,,3,"Jan 29, 2020",N/A,€29M,€90K,€57.3M,,76,76,60,79,76,,84,78,65,64,82,,87,85,79,79,89,,84,68,74,75,80,,54,34,78,78,68,76,,52,36,32,,11,14,12,14,13,,434,2,4,,,,,,,,,,High/Medium,"Oct 8, 1997",,2025,SUB
Nordi Mukiele,/player/226166/nordi-mukiele/220069/,https://cdn.sofifa.net/players/226/166/22_60.png,France,RB/CB/RM,23,80,84,RB Leipzig,226166,"187cm / 6'2""",84kg / 185lbs,Right,82,,4,"Jul 1, 2018",N/A,€28M,€61K,€49.7M,,72,40,73,72,39,,72,69,33,70,74,,77,82,67,73,65,,67,90,79,79,52,,83,81,60,64,45,72,,80,83,81,,10,7,14,11,15,,430,3,3,,,,,,,,,,Medium/High,"Nov 1, 1997",,2023,RM
Maxence Caqueret,/player/246646/maxence-caqueret/220069/,https://cdn.sofifa.net/players/246/646/22_60.png,France,CDM/CM,21,79,85,Olympique Lyonnais,246646,"174cm / 5'9""",63kg / 139lbs,Right,80,,6,"Dec 14, 2018",N/A,€26M,€43K,€54.6M,,59,55,48,81,49,,80,66,52,77,80,,77,74,87,78,85,,63,48,86,57,59,,83,80,69,79,53,78,,75,81,71,,8,5,12,5,15,,431,3,3,,,,,,,,,,High/High,"Feb 15, 2000",Engine,2026,RES
Matheus Luiz Nunes,/player/253124/matheus-luiz-nunes/220069/,https://cdn.sofifa.net/players/253/124/22_60.png,Portugal,CM,22,79,86,Sporting CP,253124,"183cm / 6'0""",76kg / 168lbs,Right,81,,7,"Jan 31, 2019",N/A,€35.5M,€15K,€78.1M,,59,71,53,79,57,,84,74,58,77,82,,81,83,74,83,75,,77,54,85,74,68,,76,78,79,77,59,79,,76,75,74,,13,10,12,12,13,,458,3,3,,,,,,,,,,High/Medium,"Aug 27, 1998",,2026,LCM
Sven Botman,/player/251809/sven-botman/220069/,https://cdn.sofifa.net/players/251/809/22_60.png,Netherlands,CB,21,79,85,Lille,251809,"195cm / 6'5""",81kg / 179lbs,Left,81,,6,"Sep 24, 2020",N/A,€25.5M,€27K,€53.6M,,43,24,81,72,27,,59,47,28,70,64,,57,63,59,75,41,,65,78,82,88,37,,79,77,45,57,37,74,,79,82,78,,12,9,8,6,14,,381,3,2,,,,,,,,,,Medium/High,"Jan 12, 2000",Aerial Threat,2025,LCB
Yunus Musah,/player/253177/yunus-musah/220069/,https://cdn.sofifa.net/players/253/177/22_60.png,United States,RM/CM/LM,18,73,83,Valencia,253177,"178cm / 5'10""",73kg / 161lbs,Right,74,,10,"Jul 1, 2019",N/A,€6.5M,€9K,€15M,,66,68,44,70,48,,76,60,54,63,75,,85,87,68,62,66,,77,64,73,70,73,,59,59,72,62,50,63,,60,58,59,,15,6,14,6,10,,419,3,4,,,,,,,,,,High/Medium,"Nov 29, 2002",,2026,SUB
Darwin Núñez,/player/253072/darwin-nunez/220069/,https://cdn.sofifa.net/players/253/072/22_60.png,Uruguay,ST/LW,22,79,87,Benfica,253072,"187cm / 6'2""",81kg / 179lbs,Right,81,,8,"Sep 4, 2020",N/A,€39.5M,€16K,€86.9M,,67,82,76,69,73,,73,68,61,54,75,,91,86,78,82,67,,85,73,89,88,73,,78,41,77,71,76,82,,36,39,33,,14,10,12,10,13,,437,3,3,,,,,,,,,,High/High,"Jun 24, 1999",Engine,2026,RS
Name,page_ref,Image,Natinality,PreferredPositions,Age,Overal,Potential,Club,ID,Height,Weight,PreferredFoot,best_overal,BestPosition,Growth,Joined,LoanDateEnd,Value,Wage,ReleaseClause,TotalAttacking,Crossing,Finishing,Heading,ShortPass,Volleys,TotalSkill,Dribbling,Curve,FKAcc,LongPass,BallControl,TotalMovement,Acceleration,SprintSpeed,Agility,Reactions,Balance,TotalPower,ShotPower,Jumping,Stamina,Strength,LongShots,TotalMentality,Aggression,Interceptions,AttPosition,Vision,Penalties,Composure,TotalDefending,Marking,StandTackle,SlideTackle,TotalGoalkeeping,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,TotalStats,BaseStats,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,InternationalReputation,Pace/Diving,Shooting/Handling,Passing/Kicking,Dribbling/Reflexes,Defending/Pace,Physical/Positioning,PlayerWorkRate,BirthDate,Specialities,Club_ContractLength,Club_Position
Erling Haaland,/player/239085/erling-haaland/220069/,https://cdn.sofifa.net/players/239/085/22_60.png,Norway,ST,20,88,94,Borussia Dortmund,239085,"194cm / 6'4""",94kg / 207lbs,Left,90,ST,6,"Jan 1, 2020",N/A,€143.5M,€110K,€272.7M,381,47,94,78,74,88,353,78,77,62,51,85,412,82,93,77,88,72,430,94,74,82,93,87,366,85,43,89,73,76,85,126,44,53,29,52,7,14,13,11,7,2120,461,3,3,High,Medium,4,88,91,65,81,48,88,High/Medium,"Jul 21, 2000",Aerial Threat/Distance Shooter/Strength/Clinical Finisher/Complete Forward,2024,ST
Florian Wirtz,/player/256630/florian-wirtz/220069/,https://cdn.sofifa.net/players/256/630/22_60.png,Germany,CAM/CM,18,82,90,Bayer 04 Leverkusen,256630,"176cm / 5'9""",70kg / 154lbs,Right,84,CAM,8,"Jan 31, 2020",N/A,€64M,€24K,€121.6M,344,77,78,39,82,68,386,86,76,54,82,88,397,76,75,85,80,81,318,67,52,79,50,70,331,63,45,78,85,60,80,156,55,57,44,57,14,14,13,6,10,1989,425,4,4,High,Medium,2,75,73,80,86,51,60,High/Medium,"May 3, 2003",Dribbler,2027,SUB
Alphonso Davies,/player/234396/alphonso-davies/220069/,https://cdn.sofifa.net/players/234/396/22_60.png,Canada,LB/LM,20,84,89,FC Bayern München,234396,"183cm / 6'0""",75kg / 165lbs,Left,85,LB,5,"Jan 1, 2019",N/A,€58.5M,€70K,€100.9M,358,84,64,69,82,59,354,87,72,44,67,84,445,96,95,86,84,84,372,74,78,82,75,63,368,77,79,77,75,60,78,226,74,78,74,47,11,11,6,5,14,2170,475,4,4,High,Low,3,95,66,76,85,76,77,High/Low,"Nov 2, 2000",Speedster/Dribbler/Acrobat,2025,LB
Vinícius José de Oliveira Júnior,/player/238794/vinicius-jose-de-oliveira-junior/220069/,https://cdn.sofifa.net/players/238/794/22_60.png,Brazil,LW,20,84,91,Real Madrid,238794,"176cm / 5'9""",73kg / 161lbs,Right,85,RM,7,"Jul 12, 2018",N/A,€83.5M,€165K,€187.9M,350,71,82,50,75,72,390,92,77,62,71,88,446,95,95,94,81,81,369,76,75,84,62,72,304,58,26,80,75,65,79,75,32,25,18,36,5,7,7,7,10,1970,430,4,5,High,Medium,2,95,77,73,89,29,67,High/Medium,"Jul 12, 2000",Speedster/Dribbler/Acrobat,2025,LW
Pedro González López,/player/251854/pedro-gonzalez-lopez/220069/,https://cdn.sofifa.net/players/251/854/22_60.png,Spain,CM,18,84,92,FC Barcelona,251854,"174cm / 5'9""",61kg / 134lbs,Right,86,CM,8,"Aug 4, 2020",N/A,€88.5M,€66K,€199.1M,329,68,68,50,87,56,401,87,79,62,85,88,419,81,76,88,85,89,345,66,65,87,60,67,352,62,72,77,88,53,87,204,68,73,63,46,12,7,11,8,8,2096,448,4,4,High,High,2,78,67,81,87,68,67,High/High,"Nov 25, 2002",Dribbler/Playmaker/Engine/Acrobat/Complete Midfielder,2026,LCM
Rodrygo Silva de Goes,/player/243812/rodrygo-silva-de-goes/220069/,https://cdn.sofifa.net/players/243/812/22_60.png,Brazil,RW/LW,20,80,87,Real Madrid,243812,"174cm / 5'9""",64kg / 141lbs,Right,81,RM,7,"Jul 1, 2019",N/A,€42M,€120K,€94.5M,354,73,77,62,75,67,381,84,80,73,62,82,424,88,86,87,78,85,340,72,73,81,42,72,299,54,21,79,71,74,82,93,25,36,32,42,9,8,12,8,5,1933,404,4,4,Medium,Medium,1,87,74,72,83,32,56,Medium/Medium,"Jan 9, 2001",,2028,SUB
Nuno Alexandre Tavares Mendes,/player/252145/nuno-alexandre-tavares-mendes/220069/,https://cdn.sofifa.net/players/252/145/22_60.png,Portugal,LB/LWB,19,80,88,Paris Saint Germain,252145,"176cm / 5'9""",70kg / 154lbs,Left,80,LB,8,"Jul 1, 2019","Jun 30, 2022",€43.5M,€9K,€0,322,78,45,68,77,54,351,77,66,59,70,79,426,91,90,83,78,84,366,80,71,82,70,63,335,73,74,73,70,45,75,225,73,78,74,50,7,8,8,12,15,2075,447,4,3,High,Medium,1,90,57,73,79,74,74,High/Medium,"Jun 19, 2002",Speedster,"Jun 30, 2022",LB
Bukayo Saka,/player/246669/bukayo-saka/220069/,https://cdn.sofifa.net/players/246/669/22_60.png,England,RM/LM,19,82,89,Arsenal,246669,"178cm / 5'10""",65kg / 143lbs,Left,83,LM,7,"Sep 14, 2018",N/A,€59.5M,€58K,€125M,347,81,75,45,80,66,381,86,79,69,65,82,414,86,82,84,79,83,331,72,54,80,58,67,367,66,68,82,81,70,78,201,65,69,67,50,7,8,13,9,13,2091,448,3,3,High,Medium,2,84,72,78,84,65,65,High/Medium,"Sep 5, 2001",Dribbler,2024,RM
Jude Bellingham,/player/252371/jude-bellingham/220069/,https://cdn.sofifa.net/players/252/371/22_60.png,England,CM/LM,18,82,90,Borussia Dortmund,252371,"186cm / 6'1""",75kg / 165lbs,Right,84,CM,8,"Jul 23, 2020",N/A,€64M,€25K,€121.6M,351,64,73,64,83,67,356,84,63,47,79,83,395,78,73,81,84,79,388,77,76,88,73,74,378,84,79,76,83,56,77,236,79,78,79,48,14,11,10,5,8,2152,463,4,4,High,High,2,75,73,76,83,77,79,High/High,"Jun 29, 2003",Engine,2025,LDM
Jurriën Timber,/player/251805/jurrien-timber/220069/,https://cdn.sofifa.net/players/251/805/22_60.png,Netherlands,CB/RB,20,79,88,Ajax,251805,"179cm / 5'10""",77kg / 170lbs,Right,81,CB,9,"Jan 1, 2019",N/A,€36M,€13K,€57.6M,288,59,41,68,79,41,297,76,44,31,69,77,391,80,86,73,78,74,346,58,84,78,80,46,325,76,78,66,63,42,84,240,82,83,75,48,6,6,8,14,14,1935,430,3,3,High,Medium,1,83,47,66,76,79,79,High/Medium,"Jun 17, 2001",,2024,RCB
